onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
13.4865	0.125	1st/repetition	12	26973	20.0	CHOICE_A	1.0	9.673	5.1125	C	n/a	55	53	1	2	0.125	54.4	es26	detection	1	24	24	20	30	0	1.0	1.3109351348876954	sub-es26_00_0048.txt	1.0	1	0
14.4865	0.125	2nd/repetition	22	28973	20.0	CHOICE_A	1.0	9.673	5.1125	C	n/a	55	53	1	2	0.125	54.4	es26	detection	1	24	24	20	30	0	1.0	1.3109351348876954	sub-es26_00_0048.txt	1.0	2	0
27.0455	0.125	1st/repetition	12	54091	20.0	CHOICE_A	1.0	9.0337	2.8437	C	n/a	55	53	1	2	0.125	54.4	es26	detection	2	48	48	30	40	0	2.0	0.6908351135253906	sub-es26_00_0048.txt	1.0	1	0
28.0455	0.125	2nd/repetition	22	56091	20.0	CHOICE_A	1.0	9.0337	2.8437	C	n/a	55	53	1	2	0.125	54.4	es26	detection	2	48	48	30	40	0	2.0	0.6908351135253906	sub-es26_00_0048.txt	1.0	2	0
40.3015	0.125	1st/omission	11	80603	20.0	CHOICE_A	1.0	8.7337	3.741	C	n/a	55	53	0	2	0.125	54.4	es26	detection	3	24	24	40	50	0	1.0	0.640359992980957	sub-es26_00_0048.txt	1.0	1	0
41.302	0.125	2nd/omission	21	82604	20.0	CHOICE_A	1.0	8.7337	3.741	C	n/a	55	53	0	2	0.125	54.4	es26	detection	3	24	24	40	50	0	1.0	0.640359992980957	sub-es26_00_0048.txt	1.0	2	0
54.8945	0.125	1st/omission	11	109789	20.0	CHOICE_A	1.0	9.8406	2.3503	C	n/a	55	53	0	2	0.125	54.4	es26	detection	4	24	24	0	10	0	1.0	0.4992119026184082	sub-es26_00_0048.txt	1.0	1	0
55.895	0.125	2nd/omission	21	111790	20.0	CHOICE_A	1.0	9.8406	2.3503	C	n/a	55	53	0	2	0.125	54.4	es26	detection	4	24	24	0	10	0	1.0	0.4992119026184082	sub-es26_00_0048.txt	1.0	2	0
69.576	0.125	1st/omission	11	139152	20.0	CHOICE_A	1.0	9.9284	3.4094	C	n/a	55	53	0	2	0.125	54.4	es26	detection	5	0	0	20	30	0	1.0	1.4284368705749513	sub-es26_00_0048.txt	1.0	1	0
70.5765	0.125	2nd/omission	21	141153	20.0	CHOICE_A	1.0	9.9284	3.4094	C	n/a	55	53	0	2	0.125	54.4	es26	detection	5	0	0	20	30	0	1.0	1.4284368705749513	sub-es26_00_0048.txt	1.0	2	0
86.149	0.125	1st/repetition	12	172298	20.0	CHOICE_A	1.0	11.8198	2.7429	C	n/a	55	53	1	2	0.125	54.4	es26	detection	6	48	48	20	30	0	n/a	n/a	sub-es26_00_0048.txt	1.0	1	0
87.149	0.125	2nd/repetition	22	174298	20.0	CHOICE_A	1.0	11.8198	2.7429	C	n/a	55	53	1	2	0.125	54.4	es26	detection	6	48	48	20	30	0	n/a	n/a	sub-es26_00_0048.txt	1.0	2	0
101.9395	0.125	1st/repetition	12	203879	20.0	CHOICE_A	1.0	11.2669	6.082999999999999	C	n/a	55	53	1	2	0.125	54.4	es26	detection	7	24	24	20	30	0	1.0	1.3063930225372316	sub-es26_00_0048.txt	1.0	1	0
102.9395	0.125	2nd/repetition	22	205879	20.0	CHOICE_A	1.0	11.2669	6.082999999999999	C	n/a	55	53	1	2	0.125	54.4	es26	detection	7	24	24	20	30	0	1.0	1.3063930225372316	sub-es26_00_0048.txt	1.0	2	0
