onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
23.323	0.125	1st/repetition/expected	121	46646	20.0	HIGH_B	1.0	9.1576	2.5703	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	1	36	36	20	30	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
24.3225	0.125	2nd/repetition/expected	221	48645	20.0	HIGH_B	1.0	9.1576	2.5703	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	1	36	36	20	30	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
33.4445	0.125	1st/repetition/expected	121	66889	20.0	HIGH_B	1.0	9.1126	3.2276	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	2	0	0	40	50	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
34.4445	0.125	2nd/repetition/expected	221	68889	20.0	HIGH_B	1.0	9.1126	3.2276	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	2	0	0	40	50	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
42.842	0.125	1st/repetition/expected	121	85684	20.0	HIGH_B	1.0	8.3824	2.8207	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	3	48	48	20	30	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
43.8425	0.125	2nd/repetition/expected	221	87685	20.0	HIGH_B	1.0	8.3824	2.8207	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	3	48	48	20	30	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
53.262	0.125	1st/omission/unexpected	112	106524	20.0	HIGH_B	1.0	9.4052	3.9643	F	90.0	59	60	0	5	0.125	59.0	es45	expsupp	4	12	12	0	10	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
54.2615	0.125	2nd/omission/unexpected	212	108523	20.0	HIGH_B	1.0	9.4052	3.9643	F	90.0	59	60	0	5	0.125	59.0	es45	expsupp	4	12	12	0	10	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
65.61	0.125	1st/repetition/expected	121	131220	20.0	HIGH_B	1.0	11.1011	5.5971	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	5	0	0	0	10	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
66.61	0.125	2nd/repetition/expected	221	133220	20.0	HIGH_B	1.0	11.1011	5.5971	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	5	0	0	0	10	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
76.977	0.125	1st/repetition/expected	121	153954	20.0	HIGH_B	1.0	10.3523	4.2053	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	6	24	24	30	40	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
77.9775	0.125	2nd/repetition/expected	221	155955	20.0	HIGH_B	1.0	10.3523	4.2053	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	6	24	24	30	40	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
87.874	0.125	1st/repetition/expected	121	175748	20.0	HIGH_B	1.0	9.8821	4.471	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	7	24	24	0	10	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
88.874	0.125	2nd/repetition/expected	221	177748	20.0	HIGH_B	1.0	9.8821	4.471	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	7	24	24	0	10	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
97.6565	0.125	1st/omission/unexpected	112	195313	20.0	HIGH_B	1.0	8.7675	3.8219	F	90.0	59	60	0	5	0.125	59.0	es45	expsupp	8	36	36	40	50	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
98.6565	0.125	2nd/omission/unexpected	212	197313	20.0	HIGH_B	1.0	8.7675	3.8219	F	90.0	59	60	0	5	0.125	59.0	es45	expsupp	8	36	36	40	50	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
109.7325	0.125	1st/repetition/expected	121	219465	20.0	HIGH_B	1.0	10.8292	3.4406	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	9	36	36	0	10	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
110.732	0.125	Abort	99	221464	20.0	HIGH_B	1.0	10.8292	3.4406	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	9	36	36	0	10	0	n/a	n/a	sub-es45_00_0037.txt	-99.0	2	0
153.577	0.125	1st/omission/unexpected	112	307154	20.0	HIGH_B	1.0	8.5499	3.5319	F	90.0	59	60	0	5	0.125	59.0	es45	expsupp	10	48	48	40	50	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
154.5775	0.125	2nd/omission/unexpected	212	309155	20.0	HIGH_B	1.0	8.5499	3.5319	F	90.0	59	60	0	5	0.125	59.0	es45	expsupp	10	48	48	40	50	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
166.4585	0.125	1st/repetition/expected	121	332917	20.0	HIGH_B	1.0	11.6334	4.7427	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	11	0	0	20	30	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
167.458	0.125	2nd/repetition/expected	221	334916	20.0	HIGH_B	1.0	11.6334	4.7427	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	11	0	0	20	30	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
177.163	0.125	1st/repetition/expected	121	354326	20.0	HIGH_B	1.0	9.6902	5.0762	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	12	24	24	20	30	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
178.163	0.125	2nd/repetition/expected	221	356326	20.0	HIGH_B	1.0	9.6902	5.0762	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	12	24	24	20	30	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
186.3305	0.125	1st/repetition/expected	121	372661	20.0	HIGH_B	1.0	8.1528	3.5525	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	13	48	48	0	10	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
187.3305	0.125	2nd/repetition/expected	221	374661	20.0	HIGH_B	1.0	8.1528	3.5525	F	90.0	59	60	1	5	0.125	59.0	es45	expsupp	13	48	48	0	10	0	n/a	n/a	sub-es45_00_0037.txt	1.0	2	0
196.122	0.125	1st/omission/unexpected	112	392244	20.0	HIGH_B	1.0	8.7768	2.0963	F	90.0	59	60	0	5	0.125	59.0	es45	expsupp	14	0	0	40	50	0	n/a	n/a	sub-es45_00_0037.txt	1.0	1	0
