onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
13.965	0.125	1st/repetition	12	27930	20.0	CHOICE_B	1.0	11.1028	3.6617	B	n/a	58	65	1	1	0.125	59.0	es31	detection	1	36	36	0	10	0	2.0	0.90700590133667	sub-es31_00_0006.txt	1.0	1	0
14.9645	0.125	2nd/repetition	22	29929	20.0	CHOICE_B	1.0	11.1028	3.6617	B	n/a	58	65	1	1	0.125	59.0	es31	detection	1	36	36	0	10	0	2.0	0.90700590133667	sub-es31_00_0006.txt	1.0	2	0
28.6935	0.125	1st/repetition	12	57387	20.0	CHOICE_B	1.0	10.2019	3.2378	B	n/a	58	65	1	1	0.125	59.0	es31	detection	2	12	12	10	20	0	2.0	0.9346770000457764	sub-es31_00_0006.txt	1.0	1	0
29.6935	0.125	2nd/repetition	22	59387	20.0	CHOICE_B	1.0	10.2019	3.2378	B	n/a	58	65	1	1	0.125	59.0	es31	detection	2	12	12	10	20	0	2.0	0.9346770000457764	sub-es31_00_0006.txt	1.0	2	0
42.0365	0.125	1st/omission	11	84073	20.0	CHOICE_B	1.0	8.818999999999999	2.8418	B	n/a	58	65	0	1	0.125	59.0	es31	detection	3	48	48	40	50	0	1.0	0.7119368267059326	sub-es31_00_0006.txt	1.0	1	0
43.0365	0.125	2nd/omission	21	86073	20.0	CHOICE_B	1.0	8.818999999999999	2.8418	B	n/a	58	65	0	1	0.125	59.0	es31	detection	3	48	48	40	50	0	1.0	0.7119368267059326	sub-es31_00_0006.txt	1.0	2	0
55.9885	0.125	1st/omission	11	111977	20.0	CHOICE_B	1.0	9.1988	3.5787	B	n/a	58	65	0	1	0.125	59.0	es31	detection	4	24	24	40	50	0	1.0	0.7315889549255371	sub-es31_00_0006.txt	1.0	1	0
56.9885	0.125	2nd/omission	21	113977	20.0	CHOICE_B	1.0	9.1988	3.5787	B	n/a	58	65	0	1	0.125	59.0	es31	detection	4	24	24	40	50	0	1.0	0.7315889549255371	sub-es31_00_0006.txt	1.0	2	0
70.6785	0.125	1st/omission	11	141357	20.0	CHOICE_B	1.0	9.9362	5.281000000000001	B	n/a	58	65	0	1	0.125	59.0	es31	detection	5	48	48	10	20	0	1.0	0.7005099010467529	sub-es31_00_0006.txt	1.0	1	0
71.6785	0.125	2nd/omission	21	143357	20.0	CHOICE_B	1.0	9.9362	5.281000000000001	B	n/a	58	65	0	1	0.125	59.0	es31	detection	5	48	48	10	20	0	1.0	0.7005099010467529	sub-es31_00_0006.txt	1.0	2	0
