onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
13.3635	0.125	1st/repetition	12	26727	20.0	CHOICE_A	1.0	9.673	5.1125	A	n/a	54	49	1	2	0.125	59.0	es09	detection	1	48	48	20	30	0	2.0	0.589724178314209	sub-es09_00_0062.txt	1.0	1	0
14.3635	0.125	2nd/repetition	22	28727	20.0	CHOICE_A	1.0	9.673	5.1125	A	n/a	54	49	1	2	0.125	59.0	es09	detection	1	48	48	20	30	0	2.0	0.589724178314209	sub-es09_00_0062.txt	1.0	2	0
26.922	0.125	1st/repetition	12	53844	20.0	CHOICE_A	1.0	9.0337	2.8437	A	n/a	54	49	1	2	0.125	59.0	es09	detection	2	24	24	30	40	0	2.0	0.5841051292419434	sub-es09_00_0062.txt	1.0	1	0
27.9215	0.125	2nd/repetition	22	55843	20.0	CHOICE_A	1.0	9.0337	2.8437	A	n/a	54	49	1	2	0.125	59.0	es09	detection	2	24	24	30	40	0	2.0	0.5841051292419434	sub-es09_00_0062.txt	1.0	2	0
40.1795	0.125	1st/omission	11	80359	20.0	CHOICE_A	1.0	8.7337	3.741	A	n/a	54	49	0	2	0.125	59.0	es09	detection	3	0	0	30	40	1	1.0	0.5388039302825928	sub-es09_00_0062.txt	1.0	1	0
41.179	0.125	2nd/omission	21	82358	20.0	CHOICE_A	1.0	8.7337	3.741	A	n/a	54	49	0	2	0.125	59.0	es09	detection	3	0	0	30	40	1	1.0	0.5388039302825928	sub-es09_00_0062.txt	1.0	2	0
54.7735	0.125	1st/omission	11	109547	20.0	CHOICE_A	1.0	9.8406	2.3503	A	n/a	54	49	0	2	0.125	59.0	es09	detection	4	36	36	0	10	0	1.0	0.6694310855865478	sub-es09_00_0063.txt	1.0	1	0
55.7735	0.125	2nd/omission	21	111547	20.0	CHOICE_A	1.0	9.8406	2.3503	A	n/a	54	49	0	2	0.125	59.0	es09	detection	4	36	36	0	10	0	1.0	0.6694310855865478	sub-es09_00_0063.txt	1.0	2	0
69.4555	0.125	1st/omission	11	138911	20.0	CHOICE_A	1.0	9.9284	3.4094	A	n/a	54	49	0	2	0.125	59.0	es09	detection	5	36	36	40	50	0	1.0	0.8998929214477539	sub-es09_00_0063.txt	1.0	1	0
70.4555	0.125	2nd/omission	21	140911	20.0	CHOICE_A	1.0	9.9284	3.4094	A	n/a	54	49	0	2	0.125	59.0	es09	detection	5	36	36	40	50	0	1.0	0.8998929214477539	sub-es09_00_0063.txt	1.0	2	0
86.0295	0.125	1st/repetition	12	172059	20.0	CHOICE_A	1.0	11.8198	2.7429	A	n/a	54	49	1	2	0.125	59.0	es09	detection	6	48	48	0	10	0	2.0	0.6774240684509277	sub-es09_00_0063.txt	1.0	1	0
87.029	0.125	2nd/repetition	22	174058	20.0	CHOICE_A	1.0	11.8198	2.7429	A	n/a	54	49	1	2	0.125	59.0	es09	detection	6	48	48	0	10	0	2.0	0.6774240684509277	sub-es09_00_0063.txt	1.0	2	0
101.819	0.125	1st/repetition	12	203638	20.0	CHOICE_A	1.0	11.2669	6.082999999999999	A	n/a	54	49	1	2	0.125	59.0	es09	detection	7	12	12	0	10	0	2.0	0.4690440845489502	sub-es09_00_0063.txt	1.0	1	0
102.819	0.125	2nd/repetition	22	205638	20.0	CHOICE_A	1.0	11.2669	6.082999999999999	A	n/a	54	49	1	2	0.125	59.0	es09	detection	7	12	12	0	10	0	2.0	0.4690440845489502	sub-es09_00_0063.txt	1.0	2	0
116.8355	0.125	1st/omission	11	233671	20.0	CHOICE_A	1.0	10.4935	5.3672	A	n/a	54	49	0	2	0.125	59.0	es09	detection	8	12	12	30	40	0	1.0	0.4230838966369629	sub-es09_00_0063.txt	1.0	1	0
117.8355	0.125	2nd/omission	21	235671	20.0	CHOICE_A	1.0	10.4935	5.3672	A	n/a	54	49	0	2	0.125	59.0	es09	detection	8	12	12	30	40	0	1.0	0.4230838966369629	sub-es09_00_0063.txt	1.0	2	0
133.004	0.125	1st/repetition	12	266008	20.0	CHOICE_A	1.0	11.4159	5.2561	A	n/a	54	49	1	2	0.125	59.0	es09	detection	9	36	36	20	30	0	2.0	0.6799291324615478	sub-es09_00_0063.txt	1.0	1	0
134.004	0.125	2nd/repetition	22	268008	20.0	CHOICE_A	1.0	11.4159	5.2561	A	n/a	54	49	1	2	0.125	59.0	es09	detection	9	36	36	20	30	0	2.0	0.6799291324615478	sub-es09_00_0063.txt	1.0	2	0
146.279	0.125	Abort	99	292558	20.0	CHOICE_A	1.0	8.752	4.0033	A	n/a	54	49	1	2	0.125	59.0	es09	detection	10	0	0	0	10	1	n/a	n/a	sub-es09_00_0063.txt	-99.0	1	0
157.843	0.125	1st/omission	11	315686	20.0	CHOICE_A	1.0	8.1816	3.0996	A	n/a	54	49	0	2	0.125	59.0	es09	detection	11	0	0	20	30	1	1.0	0.9434539031982422	sub-es09_00_0064.txt	1.0	1	0
158.843	0.125	2nd/omission	21	317686	20.0	CHOICE_A	1.0	8.1816	3.0996	A	n/a	54	49	0	2	0.125	59.0	es09	detection	11	0	0	20	30	1	1.0	0.9434539031982422	sub-es09_00_0064.txt	1.0	2	0
172.428	0.125	1st/omission	11	344856	20.0	CHOICE_A	1.0	9.8326	4.9625	A	n/a	54	49	0	2	0.125	59.0	es09	detection	12	48	48	40	50	0	1.0	1.1325820636749269	sub-es09_00_0065.txt	1.0	1	0
173.428	0.125	2nd/omission	21	346856	20.0	CHOICE_A	1.0	9.8326	4.9625	A	n/a	54	49	0	2	0.125	59.0	es09	detection	12	48	48	40	50	0	1.0	1.1325820636749269	sub-es09_00_0065.txt	1.0	2	0
186.2725	0.125	1st/repetition	12	372545	20.0	CHOICE_A	1.0	9.0896	3.263	A	n/a	54	49	1	2	0.125	59.0	es09	detection	13	24	24	20	30	0	2.0	0.5092209529876709	sub-es09_00_0065.txt	1.0	1	0
187.272	0.125	2nd/repetition	22	374544	20.0	CHOICE_A	1.0	9.0896	3.263	A	n/a	54	49	1	2	0.125	59.0	es09	detection	13	24	24	20	30	0	2.0	0.5092209529876709	sub-es09_00_0065.txt	1.0	2	0
202.3635	0.125	1st/repetition	12	404727	20.0	CHOICE_A	1.0	11.5673	2.8328	A	n/a	54	49	1	2	0.125	59.0	es09	detection	14	48	48	0	10	0	2.0	0.7579849910736084	sub-es09_00_0065.txt	1.0	1	0
203.3635	0.125	2nd/repetition	22	406727	20.0	CHOICE_A	1.0	11.5673	2.8328	A	n/a	54	49	1	2	0.125	59.0	es09	detection	14	48	48	0	10	0	2.0	0.7579849910736084	sub-es09_00_0065.txt	1.0	2	0
217.6405	0.125	1st/omission	11	435281	20.0	CHOICE_A	1.0	10.7522	5.6731	A	n/a	54	49	0	2	0.125	59.0	es09	detection	15	24	24	0	10	0	1.0	0.5209931087493896	sub-es09_00_0065.txt	1.0	1	0
