onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials
24.4695	0.125	1st/repetition/expected	121	48939	20.0	HIGH_B	1.0	9.1576	2.5703	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	1	36	36	0	10	0	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
25.469	0.125	2nd/repetition/expected	221	50938	20.0	HIGH_B	1.0	9.1576	2.5703	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	1	36	36	0	10	0	n/a	n/a	sub-es33_00_0019.txt	1.0	2	0
34.591	0.125	1st/repetition/expected	121	69182	20.0	HIGH_B	1.0	9.1126	3.2276	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	2	12	12	10	20	0	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
35.591	0.125	2nd/repetition/expected	221	71182	20.0	HIGH_B	1.0	9.1126	3.2276	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	2	12	12	10	20	0	n/a	n/a	sub-es33_00_0019.txt	1.0	2	0
43.9885	0.125	1st/repetition/expected	121	87977	20.0	HIGH_B	1.0	8.3824	2.8207	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	3	48	48	40	50	0	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
44.989	0.125	2nd/repetition/expected	221	89978	20.0	HIGH_B	1.0	8.3824	2.8207	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	3	48	48	40	50	0	n/a	n/a	sub-es33_00_0019.txt	1.0	2	0
54.4085	0.125	1st/omission/unexpected	112	108817	20.0	HIGH_B	1.0	9.4052	3.9643	B	84.0	68	78	0	6	0.125	59.0	es33	expsupp	4	24	24	40	50	0	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
55.409	0.125	2nd/omission/unexpected	212	110818	20.0	HIGH_B	1.0	9.4052	3.9643	B	84.0	68	78	0	6	0.125	59.0	es33	expsupp	4	24	24	40	50	0	n/a	n/a	sub-es33_00_0019.txt	1.0	2	0
66.7565	0.125	1st/repetition/expected	121	133513	20.0	HIGH_B	1.0	11.1011	5.5971	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	5	48	48	10	20	0	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
67.757	0.125	2nd/repetition/expected	221	135514	20.0	HIGH_B	1.0	11.1011	5.5971	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	5	48	48	10	20	0	n/a	n/a	sub-es33_00_0019.txt	1.0	2	0
78.1235	0.125	1st/repetition/expected	121	156247	20.0	HIGH_B	1.0	10.3523	4.2053	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	6	24	24	20	30	0	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
79.1235	0.125	2nd/repetition/expected	221	158247	20.0	HIGH_B	1.0	10.3523	4.2053	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	6	24	24	20	30	0	n/a	n/a	sub-es33_00_0019.txt	1.0	2	0
89.021	0.125	1st/repetition/expected	121	178042	20.0	HIGH_B	1.0	9.8821	4.471	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	7	48	48	30	40	0	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
90.021	0.125	2nd/repetition/expected	221	180042	20.0	HIGH_B	1.0	9.8821	4.471	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	7	48	48	30	40	0	n/a	n/a	sub-es33_00_0019.txt	1.0	2	0
98.8025	0.125	1st/omission/unexpected	112	197605	20.0	HIGH_B	1.0	8.7675	3.8219	B	84.0	68	78	0	6	0.125	59.0	es33	expsupp	8	12	12	0	10	0	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
99.803	0.125	2nd/omission/unexpected	212	199606	20.0	HIGH_B	1.0	8.7675	3.8219	B	84.0	68	78	0	6	0.125	59.0	es33	expsupp	8	12	12	0	10	0	n/a	n/a	sub-es33_00_0019.txt	1.0	2	0
110.8795	0.125	1st/repetition/expected	121	221759	20.0	HIGH_B	1.0	10.8292	3.4406	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	9	12	12	30	40	0	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
111.8795	0.125	2nd/repetition/expected	221	223759	20.0	HIGH_B	1.0	10.8292	3.4406	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	9	12	12	30	40	0	n/a	n/a	sub-es33_00_0019.txt	1.0	2	0
120.445	0.125	1st/omission/unexpected	112	240890	20.0	HIGH_B	1.0	8.5499	3.5319	B	84.0	68	78	0	6	0.125	59.0	es33	expsupp	10	0	0	0	10	0	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
121.445	0.125	2nd/omission/unexpected	212	242890	20.0	HIGH_B	1.0	8.5499	3.5319	B	84.0	68	78	0	6	0.125	59.0	es33	expsupp	10	0	0	0	10	0	n/a	n/a	sub-es33_00_0019.txt	1.0	2	0
133.326	0.125	1st/repetition/expected	121	266652	20.0	HIGH_B	1.0	11.6334	4.7427	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	11	0	0	40	50	1	n/a	n/a	sub-es33_00_0019.txt	1.0	1	0
134.326	0.125	Abort	99	268652	20.0	HIGH_B	1.0	11.6334	4.7427	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	11	0	0	40	50	1	n/a	n/a	sub-es33_00_0019.txt	-99.0	2	0
146.2	0.125	1st/repetition/expected	121	292400	20.0	HIGH_B	1.0	9.6902	5.0762	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	12	36	36	10	20	0	n/a	n/a	sub-es33_00_0020.txt	1.0	1	0
147.2	0.125	2nd/repetition/expected	221	294400	20.0	HIGH_B	1.0	9.6902	5.0762	B	84.0	68	78	1	6	0.125	59.0	es33	expsupp	12	36	36	10	20	0	n/a	n/a	sub-es33_00_0020.txt	1.0	2	0
